image_id,crop,class,glcm_contrast,glcm_homogeneity,entropy,hue_mean,saturation_mean,value_mean,edge_density,vegetation_index,texture_energy,shape_factor,moisture_proxy,label
SIM_05627,Crop08,Class12,27.7335,0.2783,5.9077,47.7182,159.0544,161.5758,0.037,-0.2932,0.3763,0.4533,0.597,Class12
SIM_05628,Crop06,Class13,22.7525,0.3315,6.3454,80.9492,157.5112,160.0689,0.0946,-0.087,0.2544,0.5623,0.7556,Class13
SIM_05629,Crop08,Class05,30.5855,0.5744,5.9277,105.2768,129.0096,119.9594,0.036,-0.4198,0.3494,0.7601,0.6037,Class05
SIM_05630,Crop10,Class13,31.0641,0.3153,5.7151,44.2137,172.3519,118.8838,0.0759,-0.3391,0.1732,0.642,0.7694,Class13
SIM_05631,Crop04,Class09,10.511,0.4842,5.5194,157.3344,124.1638,116.9334,0.0456,-0.047,0.1697,0.4423,0.1517,Class09
SIM_05632,Crop09,Class06,16.9876,0.4185,5.7733,61.2959,85.8477,150.0319,0.0931,-0.0288,0.3616,0.6359,0.3277,Class06
SIM_05633,Crop02,Class07,20.0315,0.6552,5.3136,114.0035,116.4957,185.0585,0.1075,-0.3156,0.248,0.638,0.3429,Class07
SIM_05634,Crop10,Class11,29.3881,0.2674,4.7863,77.1649,94.1797,183.9523,0.0882,-0.0947,0.114,0.6461,0.4944,Class11
SIM_05635,Crop02,Class14,23.2877,0.5705,5.9121,79.0894,170.6312,196.9114,0.0469,0.2056,0.3584,0.4503,0.6247,Class14
SIM_05636,Crop09,Class08,23.0091,0.3957,6.9919,125.1319,117.5449,170.2027,0.0633,-0.3623,0.2465,0.7233,0.4936,Class08
SIM_05637,Crop04,Class06,24.7885,0.3295,6.281,129.2191,102.9349,128.6932,0.0899,-0.0406,0.2318,0.6105,0.4231,Class06
SIM_05638,Crop10,Class12,35.7762,0.282,5.6656,16.897,101.9805,119.1031,0.0451,-0.4063,0.1335,0.5034,0.5619,Class12
SIM_05639,Crop02,Class08,24.3472,0.6135,7.0153,96.4408,168.0377,220.383,0.0617,-0.3929,0.2078,0.6877,0.5384,Class08
SIM_05640,Crop05,Class06,35.9333,0.4563,6.3545,50.3924,116.8161,154.5589,0.0928,-0.3984,0.325,0.811,0.4792,Class06
SIM_05641,Crop10,Class07,34.598,0.2641,4.939,64.8106,97.4676,120.0121,0.0848,-0.2602,0.0917,0.3933,0.5403,Class07
SIM_05642,Crop01,Class09,13.8813,0.4673,5.4589,100.6042,150.0814,139.326,0.063,0.0982,0.2958,0.2735,0.1687,Class09
SIM_05643,Crop03,Class03,30.9473,0.5452,5.7163,80.5002,119.4557,113.3049,0.0489,-0.0683,0.2644,0.8057,0.4587,Class03
SIM_05644,Crop01,Class01,25.5598,0.5147,6.8108,93.1097,108.494,217.6832,0.1051,0.2768,0.2094,0.4551,0.3274,Class01
SIM_05645,Crop04,Class10,30.0348,0.5653,6.6466,90.3988,181.8779,183.1089,0.0609,0.049,0.1656,0.3989,0.6766,Class10
SIM_05646,Crop04,Class03,33.7956,0.5712,6.6933,58.4776,125.8329,105.4141,0.0374,0.0299,0.2748,0.828,0.3392,Class03
SIM_05647,Crop07,Class08,34.4427,0.5788,6.5057,133.4224,161.4411,188.6159,0.0765,-0.3928,0.1648,0.8116,0.5887,Class08
SIM_05648,Crop03,Class12,21.944,0.3512,5.3717,91.3877,117.4789,108.9195,0.0679,-0.3712,0.2653,0.4238,0.7831,Class12
SIM_05649,Crop02,Class04,15.6361,0.5119,5.3306,46.5453,126.3599,169.012,0.0988,0.1216,0.3151,0.8503,0.3435,Class04
SIM_05650,Crop02,Class06,22.644,0.4248,6.2842,81.2311,128.387,192.927,0.0942,-0.0175,0.2948,0.7884,0.3968,Class06
SIM_05651,Crop10,Class15,14.3246,0.4282,5.1572,73.2703,113.1691,149.2434,0.0406,0.1685,0.1647,0.4063,0.5429,Class15
SIM_05652,Crop10,Class01,33.413,0.3653,6.3852,90.9974,88.4341,177.5558,0.0785,-0.0242,0.0959,0.6399,0.399,Class01
SIM_05653,Crop03,Class12,12.7007,0.3317,5.3925,63.9416,106.874,138.2186,0.0688,-0.2938,0.2228,0.4713,0.7406,Class12
SIM_05654,Crop02,Class03,21.4143,0.6617,6.4557,86.7053,172.7549,142.1156,0.0426,0.0566,0.3613,0.8573,0.2918,Class03
SIM_05655,Crop01,Class14,14.6356,0.5341,5.6713,68.5929,167.7059,139.1616,0.0406,0.1021,0.423,0.303,0.3541,Class14
SIM_05656,Crop10,Class07,33.6422,0.3332,4.663,47.3201,82.1104,123.9021,0.0857,-0.3565,0.1242,0.5636,0.5455,Class07
SIM_05657,Crop08,Class01,21.54,0.4954,6.0845,132.0204,118.9282,186.0243,0.0781,0.1748,0.2436,0.7884,0.5157,Class01
SIM_05658,Crop08,Class11,13.2511,0.3472,6.2888,134.7712,94.4802,200.1711,0.0863,0.0999,0.2849,0.7238,0.4863,Class11
SIM_05659,Crop03,Class03,33.297,0.6556,6.2336,120.215,124.74,106.8322,0.0624,-0.1287,0.2087,0.8678,0.4859,Class03
SIM_05660,Crop07,Class06,37.729,0.4858,5.8162,83.251,104.925,151.4835,0.1012,-0.368,0.2675,0.7591,0.6999,Class06
SIM_05661,Crop01,Class08,27.3045,0.6616,6.6591,72.5784,191.776,180.8226,0.0429,-0.4823,0.1989,0.5234,0.2771,Class08
SIM_05662,Crop07,Class12,16.6081,0.3746,5.89,50.748,150.5843,133.866,0.0646,-0.2928,0.2226,0.4111,0.7835,Class12
SIM_05663,Crop06,Class07,22.7148,0.3104,4.7567,96.0288,99.2091,169.9878,0.0635,-0.2359,0.162,0.4283,0.2016,Class07
SIM_05664,Crop04,Class13,16.1221,0.2964,5.7926,30.7095,187.1196,139.2292,0.0856,-0.3565,0.1772,0.5714,0.7039,Class13
SIM_05665,Crop08,Class08,25.7327,0.4708,6.2272,131.0877,139.625,176.5964,0.0492,-0.3009,0.1873,0.845,0.539,Class08
SIM_05666,Crop07,Class06,33.1238,0.5059,6.3503,85.8258,131.7476,176.9406,0.0986,-0.2683,0.2779,0.8214,0.7482,Class06
SIM_05667,Crop05,Class06,30.0214,0.5766,6.0076,44.9304,120.1583,204.679,0.0926,-0.1816,0.3019,0.734,0.5246,Class06
SIM_05668,Crop02,Class13,16.6103,0.5476,5.8613,46.4121,183.3111,163.8088,0.1047,-0.4005,0.3144,0.6004,0.7078,Class13
SIM_05669,Crop01,Class10,29.8633,0.6677,6.6636,60.8935,203.7892,188.5507,0.1049,-0.1256,0.3,0.3089,0.5414,Class10
SIM_05670,Crop10,Class02,40.0977,0.4927,6.227,71.1902,100.2205,138.8838,0.022,-0.0266,0.203,0.7389,0.3746,Class02
SIM_05671,Crop03,Class12,11.9468,0.3444,5.3026,81.7338,154.6439,108.1713,0.0703,-0.17,0.1755,0.3646,0.8462,Class12
SIM_05672,Crop04,Class07,20.2353,0.3524,5.3271,125.0178,118.1623,138.5888,0.0695,-0.1999,0.1532,0.6068,0.3112,Class07
SIM_05673,Crop07,Class06,35.857,0.5465,6.4189,107.2926,113.909,193.9685,0.0765,-0.2531,0.2203,0.5703,0.5658,Class06
SIM_05674,Crop03,Class02,28.3936,0.5395,5.7646,68.5209,92.0086,130.8386,0.0848,0.093,0.3045,0.6836,0.6329,Class02
SIM_05675,Crop04,Class15,9.5993,0.425,5.762,131.9609,158.0906,140.0576,0.0492,0.2476,0.1125,0.4204,0.3763,Class15
SIM_05676,Crop08,Class01,31.7854,0.4161,6.6725,123.7062,113.3716,199.446,0.1118,0.2136,0.2751,0.6521,0.3453,Class01
SIM_05677,Crop06,Class15,8.0387,0.4703,5.2415,151.2957,146.3547,209.4665,0.0237,0.3113,0.1276,0.2893,0.3673,Class15
SIM_05678,Crop07,Class01,34.8849,0.5734,6.8801,123.7284,122.846,220.1623,0.1064,-0.0957,0.1222,0.6728,0.586,Class01
SIM_05679,Crop01,Class08,27.5856,0.5557,6.5661,128.9757,178.5049,186.45,0.0689,-0.3971,0.1681,0.6672,0.2474,Class08
SIM_05680,Crop05,Class02,39.4392,0.4837,6.9597,97.3442,110.8606,156.1175,0.0618,0.26,0.2582,0.7706,0.5271,Class02
SIM_05681,Crop05,Class08,35.8293,0.4628,6.6533,100.7621,145.3337,190.3093,0.0507,-0.5051,0.14,0.777,0.5982,Class08
SIM_05682,Crop07,Class13,26.4298,0.4948,6.622,64.4337,189.1491,169.0383,0.1111,-0.4144,0.2054,0.6816,0.8151,Class13
SIM_05683,Crop02,Class09,14.3659,0.5677,5.3593,110.3604,146.5658,161.077,0.0729,0.2177,0.2563,0.5097,0.2229,Class09
SIM_05684,Crop02,Class09,12.3722,0.5486,5.7495,117.149,168.8208,177.1182,0.0661,-0.0478,0.1916,0.3813,0.318,Class09
SIM_05685,Crop08,Class02,22.6893,0.4189,6.5419,92.818,168.5374,164.3865,0.0363,0.3193,0.3029,0.8001,0.5652,Class02
SIM_05686,Crop07,Class15,6.028,0.5582,5.6196,118.6723,165.1984,196.0863,0.052,0.1452,0.1308,0.4612,0.6203,Class15
SIM_05687,Crop09,Class06,30.024,0.4326,6.0388,44.9673,86.1988,142.3354,0.0724,-0.2901,0.3425,0.5916,0.3624,Class06
SIM_05688,Crop03,Class09,8.6611,0.5418,5.2121,152.956,110.1202,117.936,0.0607,0.0423,0.1775,0.5036,0.4231,Class09
SIM_05689,Crop10,Class14,29.1354,0.3643,4.9644,40.2648,120.8523,116.397,0.0392,-0.101,0.3283,0.381,0.3381,Class14
SIM_05690,Crop03,Class10,21.1517,0.6302,5.7884,99.1846,164.8878,175.0332,0.1138,-0.1149,0.1813,0.4355,0.782,Class10
SIM_05691,Crop07,Class12,31.5017,0.3918,5.4772,59.5569,163.0955,156.5811,0.0724,-0.3755,0.2003,0.5929,0.7905,Class12
SIM_05692,Crop02,Class03,32.0482,0.5861,6.9649,61.6328,142.5854,120.221,0.0629,0.078,0.3601,0.8252,0.365,Class03
SIM_05693,Crop10,Class07,30.8597,0.2624,4.8351,47.3125,88.6521,129.5088,0.1021,-0.3656,0.1233,0.5134,0.4228,Class07
SIM_05694,Crop04,Class09,9.6235,0.4025,5.4588,150.6191,139.2011,124.74,0.0373,-0.0043,0.1503,0.3049,0.2773,Class09
SIM_05695,Crop09,Class03,30.9829,0.5292,7.0055,67.0217,120.2081,102.3466,0.0594,-0.0892,0.3755,0.86,0.2348,Class03
SIM_05696,Crop04,Class06,28.9073,0.3994,6.4357,88.1261,89.5016,143.5183,0.0505,0.0752,0.2506,0.7361,0.4098,Class06
SIM_05697,Crop08,Class13,20.9153,0.4075,5.859,58.0875,181.9421,152.0683,0.0892,-0.1335,0.202,0.5445,0.7453,Class13
SIM_05698,Crop05,Class14,28.4356,0.5723,5.2923,52.529,167.2068,187.8357,0.0379,0.1071,0.3179,0.4881,0.5356,Class14
SIM_05699,Crop01,Class13,20.1967,0.536,5.7896,30.0882,202.2136,141.4103,0.1147,-0.3636,0.3207,0.5118,0.5929,Class13
SIM_05700,Crop02,Class15,7.0252,0.6705,6.3019,133.267,177.6172,209.7265,0.0322,0.0492,0.3155,0.313,0.4619,Class15
SIM_05701,Crop07,Class15,11.905,0.6191,5.4303,127.5588,176.8366,199.849,0.0688,0.1793,0.0956,0.4747,0.6383,Class15
SIM_05702,Crop02,Class03,31.7098,0.7036,6.4144,70.8267,176.0907,139.7722,0.0327,0.2201,0.2849,0.7646,0.4444,Class03
SIM_05703,Crop03,Class13,14.4428,0.4312,5.3486,65.9313,184.7865,115.8814,0.1204,-0.4882,0.2823,0.5234,0.8335,Class13
SIM_05704,Crop06,Class10,33.0481,0.5982,6.3071,69.0388,190.1151,196.0748,0.0729,-0.0555,0.2511,0.4296,0.5493,Class10
SIM_05705,Crop03,Class13,18.9662,0.5103,6.1638,62.1962,168.3023,156.151,0.0965,-0.327,0.1712,0.6141,0.8117,Class13
SIM_05706,Crop02,Class10,31.6052,0.6724,6.5989,97.4123,190.31,193.2139,0.1013,-0.1282,0.2922,0.4132,0.6788,Class10
SIM_05707,Crop07,Class02,28.0726,0.6049,6.2519,108.3588,116.3388,171.772,0.0554,0.1686,0.1873,0.7985,0.5272,Class02
SIM_05708,Crop07,Class09,12.0395,0.6036,5.1326,120.7243,158.5823,174.1582,0.0675,-0.1245,0.1688,0.5343,0.4465,Class09
SIM_05709,Crop08,Class12,23.0628,0.2899,5.5766,70.31,134.0021,119.291,0.0426,-0.3502,0.2794,0.5575,0.7175,Class12
SIM_05710,Crop10,Class02,37.691,0.3614,6.1042,37.9698,87.2105,126.2414,0.0302,0.1108,0.2074,0.6465,0.3305,Class02
SIM_05711,Crop02,Class08,31.7311,0.5296,6.7645,115.537,166.5282,211.025,0.0447,-0.3412,0.1438,0.7311,0.2158,Class08
SIM_05712,Crop05,Class10,35.5983,0.6075,6.2762,64.8568,187.2184,188.7764,0.091,-0.1918,0.1445,0.5533,0.683,Class10
SIM_05713,Crop03,Class07,19.2051,0.4613,4.7054,108.8328,106.1402,138.8909,0.1302,-0.0858,0.0973,0.5318,0.5058,Class07
SIM_05714,Crop10,Class12,33.8336,0.2824,5.4028,19.2196,109.6316,125.5039,0.0284,-0.4496,0.1949,0.3342,0.7173,Class12
SIM_05715,Crop06,Class02,37.3382,0.4698,6.7813,98.7174,110.7727,185.8495,0.0353,0.226,0.2847,0.5772,0.3085,Class02
SIM_05716,Crop01,Class06,29.4041,0.4665,6.0484,26.2506,118.7523,138.2232,0.0608,-0.0879,0.3808,0.5133,0.5566,Class06
SIM_05717,Crop07,Class15,12.4535,0.6132,5.0636,140.3183,184.8363,170.3353,0.0608,0.2667,0.1447,0.5011,0.5994,Class15
SIM_05718,Crop01,Class08,17.5033,0.568,6.7176,100.3476,157.9648,167.0561,0.0533,-0.4357,0.1732,0.6549,0.272,Class08
SIM_05719,Crop03,Class03,28.6061,0.591,6.5856,92.5243,107.2237,104.0965,0.0669,-0.0022,0.2399,0.7839,0.6526,Class03
SIM_05720,Crop08,Class02,26.4321,0.4496,6.0278,102.9922,101.1727,193.3594,0.029,0.1243,0.373,0.8622,0.2628,Class02
SIM_05721,Crop06,Class09,11.1154,0.462,4.9393,144.4199,102.171,145.9851,0.0522,0.1863,0.3065,0.2823,0.3109,Class09
SIM_05722,Crop08,Class14,17.8886,0.5141,6.0721,78.331,119.9354,151.9305,0.0391,0.1904,0.3842,0.4091,0.5038,Class14
SIM_05723,Crop06,Class01,23.7576,0.5199,6.9258,127.251,93.1028,216.9222,0.0605,0.3715,0.1635,0.6822,0.3181,Class01
SIM_05724,Crop09,Class02,34.7977,0.4476,6.8385,96.6776,78.9243,166.3085,0.0419,0.2517,0.386,0.5991,0.2514,Class02
SIM_05725,Crop06,Class06,24.8266,0.3251,6.2889,101.8113,85.0183,204.4754,0.0512,0.0482,0.3319,0.5511,0.3573,Class06
SIM_05726,Crop01,Class04,17.0857,0.4761,5.5468,30.3439,176.2893,118.4212,0.0785,-0.1782,0.3755,0.5357,0.177,Class04
SIM_05727,Crop01,Class02,31.6474,0.5798,6.9193,88.9005,147.1484,158.3374,0.0514,0.0736,0.3685,0.6022,0.2698,Class02
SIM_05728,Crop08,Class05,22.2119,0.589,5.8047,103.0712,142.694,130.7886,0.0469,-0.4194,0.324,0.7075,0.6286,Class05
SIM_05729,Crop01,Class10,31.3477,0.6411,6.4727,50.8817,188.9531,144.0955,0.1273,-0.1413,0.3609,0.2969,0.5752,Class10
SIM_05730,Crop04,Class13,18.7386,0.3833,6.3942,46.2101,168.6763,120.9705,0.0813,-0.3653,0.1968,0.5645,0.5147,Class13
SIM_05731,Crop01,Class05,33.9511,0.6264,6.1541,70.163,152.6579,116.5571,0.0694,-0.4722,0.3366,0.4614,0.3338,Class05
SIM_05732,Crop04,Class11,18.9468,0.3138,5.2827,96.8422,97.5882,190.3205,0.0612,-0.1635,0.1734,0.5912,0.5652,Class11
SIM_05733,Crop06,Class13,21.9888,0.3624,6.0596,54.759,163.8405,211.1495,0.0923,-0.3039,0.2709,0.3859,0.6971,Class13
SIM_05734,Crop02,Class01,14.3831,0.4935,6.6417,136.5926,119.3484,197.9411,0.0995,0.1091,0.246,0.6044,0.3634,Class01
SIM_05735,Crop05,Class13,24.3937,0.2988,5.7397,12.9256,205.9762,159.6017,0.1187,-0.4718,0.1699,0.6561,0.722,Class13
SIM_05736,Crop10,Class03,37.9891,0.4718,5.3324,67.2381,103.9724,96.8117,0.0285,0.1302,0.2097,0.7775,0.4564,Class03
SIM_05737,Crop01,Class11,23.6288,0.3942,5.6947,79.7632,122.7183,204.0635,0.089,0.0764,0.2653,0.5671,0.3712,Class11
SIM_05738,Crop01,Class12,24.8388,0.3578,5.5356,30.7644,133.3834,130.9703,0.0426,-0.3936,0.3248,0.3199,0.3652,Class12
SIM_05739,Crop03,Class13,15.7538,0.4471,6.1611,105.7329,190.3913,122.9481,0.121,-0.3294,0.2164,0.5794,0.8124,Class13
SIM_05740,Crop09,Class07,21.1235,0.2873,5.1179,78.2965,122.8725,120.3458,0.118,-0.3147,0.1882,0.4431,0.358,Class07
SIM_05741,Crop05,Class10,34.6382,0.6512,6.4738,30.0992,193.8709,194.2535,0.1157,-0.128,0.1479,0.5184,0.6921,Class10
SIM_05742,Crop07,Class01,26.3224,0.59,6.813,155.6145,113.9149,194.3758,0.0881,0.2578,0.1331,0.712,0.6687,Class01
SIM_05743,Crop01,Class07,22.8451,0.4055,5.4583,66.1809,110.0545,162.1519,0.0966,-0.3525,0.2328,0.2633,0.2618,Class07
SIM_05744,Crop08,Class15,9.9695,0.5775,5.6504,138.8849,179.6695,201.1309,0.0381,0.1607,0.17,0.4927,0.4884,Class15
SIM_05745,Crop01,Class03,30.85,0.6734,6.885,70.374,166.7581,115.1611,0.0468,-0.2148,0.347,0.6582,0.1924,Class03
SIM_05746,Crop08,Class03,31.8691,0.6329,6.3909,86.0657,133.4965,112.6175,0.0396,0.1403,0.349,0.9313,0.3398,Class03
SIM_05747,Crop02,Class11,19.4722,0.5127,5.7574,122.563,122.4915,214.417,0.1103,0.23,0.2427,0.7297,0.4931,Class11
SIM_05748,Crop09,Class08,16.0755,0.3768,6.4804,133.128,97.5971,167.6519,0.0563,-0.3796,0.1779,0.5104,0.4419,Class08
SIM_05749,Crop03,Class07,15.467,0.4957,4.623,112.2266,107.083,138.8728,0.1216,-0.3576,0.1156,0.3571,0.5941,Class07
SIM_05750,Crop02,Class04,14.559,0.5169,5.4724,70.7298,158.4702,166.2247,0.1026,-0.2183,0.3372,0.7077,0.4148,Class04
SIM_05751,Crop04,Class03,32.7263,0.5858,6.649,103.938,142.2014,100.1555,0.0313,0.1153,0.3153,0.7311,0.3092,Class03
SIM_05752,Crop01,Class12,17.8122,0.3272,6.1836,35.3885,153.3536,125.4648,0.0623,-0.3527,0.3324,0.3892,0.655,Class12
SIM_05753,Crop02,Class06,27.8618,0.5736,6.3735,67.0769,100.2833,190.1323,0.0806,-0.1629,0.3387,0.5629,0.5513,Class06
SIM_05754,Crop06,Class12,29.6696,0.2609,5.2718,77.2428,130.6,174.9826,0.039,-0.2475,0.3401,0.4061,0.7596,Class12
SIM_05755,Crop04,Class07,28.4299,0.3031,5.481,116.3783,89.3384,138.1805,0.0762,-0.2972,0.0922,0.6233,0.2206,Class07
SIM_05756,Crop04,Class06,22.4105,0.4601,6.4062,111.4829,115.5856,173.405,0.042,-0.0294,0.331,0.6122,0.4059,Class06
SIM_05757,Crop09,Class04,14.7894,0.3963,5.6901,70.9944,146.3192,94.7179,0.0629,-0.2254,0.3956,0.6103,0.2613,Class04
SIM_05758,Crop02,Class10,26.339,0.6542,6.5486,76.3792,195.8873,212.6409,0.0941,-0.2139,0.2332,0.4137,0.5782,Class10
SIM_05759,Crop04,Class05,28.6793,0.4486,6.1448,87.4182,140.5309,146.2936,0.0365,-0.3312,0.2654,0.8052,0.5569,Class05
SIM_05760,Crop02,Class14,22.4857,0.5953,6.211,79.4367,164.457,204.868,0.0445,0.2785,0.3909,0.5238,0.5777,Class14
SIM_05761,Crop05,Class07,13.0964,0.3875,4.8331,67.8322,115.6925,161.7967,0.1054,-0.462,0.19,0.5555,0.4615,Class07
SIM_05762,Crop04,Class13,24.0031,0.3307,6.8032,52.7458,181.3754,146.7739,0.0803,-0.3874,0.1313,0.689,0.6937,Class13
SIM_05763,Crop01,Class08,23.077,0.5902,6.8218,115.1262,168.7175,174.724,0.0803,-0.4496,0.1168,0.3818,0.3689,Class08
SIM_05764,Crop01,Class07,12.933,0.4109,5.5391,34.2734,134.0334,137.5358,0.0908,-0.2642,0.1958,0.4107,0.2536,Class07
SIM_05765,Crop09,Class07,18.1312,0.3423,5.5099,125.913,100.5079,138.3904,0.1061,-0.3461,0.205,0.4236,0.3258,Class07
SIM_05766,Crop01,Class07,28.5664,0.4418,4.7518,55.8027,141.2089,133.2311,0.095,-0.292,0.1762,0.4086,0.3687,Class07
SIM_05767,Crop08,Class08,28.0051,0.4232,6.3544,105.2265,154.3494,187.9075,0.0661,-0.2979,0.1575,0.6607,0.4901,Class08
SIM_05768,Crop10,Class14,37.8658,0.4161,4.9898,62.9423,130.8572,145.5564,0.0236,0.1533,0.2252,0.3009,0.6493,Class14
SIM_05769,Crop05,Class11,27.0931,0.3808,5.4354,84.7432,143.5828,212.9822,0.1164,0.0849,0.2097,0.6863,0.5619,Class11
SIM_05770,Crop04,Class01,19.7881,0.4486,7.0306,138.6889,99.6067,201.3759,0.0818,0.1273,0.1311,0.6388,0.405,Class01
SIM_05771,Crop08,Class01,18.9797,0.4266,6.0392,138.0642,98.7405,201.3446,0.086,0.0876,0.1657,0.6702,0.4719,Class01
SIM_05772,Crop10,Class01,33.3469,0.3624,6.4513,80.183,90.0964,159.3043,0.0676,0.1936,0.08,0.5481,0.4927,Class01
SIM_05773,Crop02,Class11,21.4978,0.4631,5.8005,108.141,117.3513,222.8568,0.1123,0.1195,0.2704,0.6442,0.5014,Class11
SIM_05774,Crop10,Class04,21.7656,0.4455,4.6734,21.9866,161.5518,109.8486,0.0603,-0.1014,0.2153,0.653,0.5249,Class04
SIM_05775,Crop10,Class06,40.585,0.4207,5.9299,52.3915,85.2198,127.2059,0.0471,0.0687,0.2044,0.664,0.5944,Class06
SIM_05776,Crop02,Class13,25.8484,0.5356,6.6877,104.3774,202.0165,200.7296,0.1059,-0.1588,0.2563,0.7042,0.6884,Class13
SIM_05777,Crop01,Class02,35.4491,0.5984,7.0911,79.9897,138.5147,169.278,0.0373,-0.0691,0.2614,0.7525,0.3016,Class02
SIM_05778,Crop08,Class03,33.0353,0.5784,6.6336,67.1391,142.5709,98.815,0.0295,-0.0485,0.3006,0.9224,0.6106,Class03
SIM_05779,Crop01,Class02,35.9163,0.3896,7.1701,64.6874,115.0923,182.9784,0.0411,0.0273,0.3239,0.5815,0.3276,Class02
SIM_05780,Crop07,Class05,31.3468,0.6134,5.025,80.3197,177.6936,115.3048,0.0701,-0.4543,0.3091,0.7764,0.7603,Class05
SIM_05781,Crop01,Class02,31.3111,0.6423,6.7054,57.2534,160.188,143.3044,0.0349,0.008,0.3252,0.5862,0.3126,Class02
SIM_05782,Crop07,Class10,35.9864,0.6616,6.6562,106.0914,185.3797,170.9185,0.1067,-0.4162,0.1473,0.4453,0.8542,Class10
SIM_05783,Crop03,Class12,25.1572,0.3342,5.639,64.0697,131.4738,103.2526,0.0584,-0.3752,0.2143,0.5377,0.8216,Class12
SIM_05784,Crop01,Class03,35.1498,0.6481,6.7549,59.9532,185.9443,94.3679,0.0408,0.0382,0.3942,0.7731,0.2207,Class03
SIM_05785,Crop01,Class08,23.4775,0.5816,6.595,101.0979,146.6214,186.4354,0.0604,-0.5218,0.282,0.742,0.2022,Class08
SIM_05786,Crop02,Class05,29.8584,0.5721,5.3134,96.3919,196.8454,146.4187,0.076,-0.43,0.3047,0.6807,0.5052,Class05
SIM_05787,Crop06,Class02,32.7359,0.5622,6.3311,89.2812,114.2975,184.5873,0.0352,0.1726,0.2773,0.6753,0.3726,Class02
SIM_05788,Crop01,Class08,30.9967,0.5313,7.0466,103.9264,163.3036,165.9702,0.0607,-0.4129,0.2844,0.5892,0.3193,Class08
SIM_05789,Crop09,Class11,22.9796,0.2974,5.3851,92.3527,83.1686,141.6906,0.1056,0.1116,0.2584,0.7805,0.313,Class11
SIM_05790,Crop07,Class04,20.0858,0.5632,5.1003,73.48,178.7759,147.358,0.1185,-0.3341,0.2957,0.8225,0.5692,Class04
SIM_05791,Crop03,Class12,14.4701,0.3684,5.4117,86.2745,120.0899,110.121,0.0536,-0.3605,0.2709,0.4061,0.8185,Class12
SIM_05792,Crop10,Class15,10.8661,0.322,5.2012,92.7763,151.5932,127.4143,0.0453,0.1051,0.1171,0.417,0.5982,Class15
SIM_05793,Crop07,Class01,35.1472,0.5677,7.0338,130.3751,136.2829,171.1422,0.114,-0.1544,0.1239,0.6669,0.6094,Class01
SIM_05794,Crop07,Class03,34.5919,0.6325,6.3846,87.2026,144.5223,131.7248,0.0594,0.0475,0.2273,0.8932,0.4809,Class03
SIM_05795,Crop02,Class05,34.8611,0.6945,6.1394,115.2055,176.6892,149.9169,0.0539,-0.4489,0.3896,0.723,0.5378,Class05
SIM_05796,Crop08,Class13,17.5289,0.5109,6.098,58.101,196.0884,177.4405,0.0914,-0.2602,0.2935,0.6703,0.6897,Class13
SIM_05797,Crop06,Class03,29.8781,0.6318,6.6719,86.4474,113.4403,155.3657,0.0362,0.0609,0.3162,0.7564,0.1904,Class03
SIM_05798,Crop10,Class08,33.2957,0.447,6.2443,98.3248,85.7874,142.9612,0.0434,-0.3894,0.1056,0.7395,0.5919,Class08
SIM_05799,Crop05,Class09,12.0199,0.4525,4.7697,117.0222,153.7237,184.2782,0.0569,-0.0498,0.1296,0.6357,0.4907,Class09
SIM_05800,Crop07,Class02,36.7017,0.5399,6.2471,109.9063,132.5322,171.866,0.0628,0.0373,0.2164,0.741,0.5764,Class02
SIM_05801,Crop04,Class01,15.2227,0.3907,6.9015,135.0465,112.6635,199.4037,0.0808,0.3335,0.1077,0.5651,0.2811,Class01
SIM_05802,Crop01,Class02,35.8463,0.5895,6.2563,65.4869,129.6386,179.7467,0.0373,0.1376,0.2856,0.622,0.4329,Class02
SIM_05803,Crop02,Class01,25.7471,0.583,6.9001,126.1252,131.7838,205.8314,0.0935,0.0284,0.2631,0.6864,0.472,Class01
SIM_05804,Crop09,Class08,27.5825,0.4613,6.1946,117.8336,105.6908,168.3023,0.0445,-0.4912,0.1588,0.5712,0.3334,Class08
SIM_05805,Crop08,Class15,10.5526,0.5129,5.8773,137.7773,163.703,188.2013,0.0416,0.2067,0.2067,0.4772,0.6044,Class15
SIM_05806,Crop04,Class06,34.2711,0.468,5.9722,53.4294,121.6059,153.9604,0.0454,0.1228,0.2552,0.6922,0.3518,Class06
SIM_05807,Crop07,Class04,10.2856,0.4874,5.0364,49.7208,156.748,135.1972,0.1182,-0.319,0.2027,0.7498,0.3821,Class04
SIM_05808,Crop01,Class04,16.9332,0.5591,5.3205,39.8735,131.8563,117.9683,0.115,-0.0901,0.3568,0.4834,0.2629,Class04
SIM_05809,Crop01,Class15,12.5415,0.5411,5.6416,61.8895,192.7572,161.2972,0.0556,0.238,0.2646,0.2717,0.5264,Class15
SIM_05810,Crop06,Class15,8.2261,0.5988,5.6073,135.5985,146.76,207.5321,0.0314,0.4362,0.1595,0.2653,0.3336,Class15
SIM_05811,Crop07,Class10,31.5003,0.6612,6.8025,100.2544,185.023,181.3657,0.1232,-0.2969,0.1489,0.4959,0.7701,Class10
SIM_05812,Crop10,Class07,27.3144,0.3232,5.2747,52.9768,88.7115,134.7374,0.1174,-0.3825,0.0874,0.5528,0.5157,Class07
